,Player,Club,POS,GP,GS,MINS,G,A,SHTS,SOG,GWG,HmG,RdG,Gp90,SCpct,Year,Season,GWA,HmA,RdA,Ap90,SOGpct,FC,FS,OFF,YC,RC,PKG,PKA,Last Name,First Name,Club_Dup,First Name_Dup,Player_Dup,POS_Dup,Base Salary,Guaranteed Compensation,Date
6538,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Araujo Jr.,,RSL,Paulo,Paulo Araujo Jr.,F,42000.0,42000.0,2011-09-01
6539,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Fernandez,,SEA,Alvaro,Alvaro Fernandez,M,300000.0,366666.67,2011-09-01
6540,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Hurtado,,SEA,John Kennedy,John Kennedy Hurtado,D,135000.0,136000.0,2011-09-01
6541,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Montano,,SEA,Miguel,Miguel Montano,F,32604.0,32604.0,2011-09-01
6542,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Attakora-Gyan,,SJ,Nana,Nana Attakora-Gyan,D,45000.0,45000.0,2011-09-01
6543,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Luiz Moreira,,SJ,Andre,Andre Luiz Moreira,M,72000.0,72000.0,2011-09-01
6544,,,,,,,,,,,,,,,,2011,,,,,,,,,,,,,,Demerit,,VAN,Jay,Jay Demerit,D,300000.0,350000.0,2011-09-01
6545,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Duque,,CHI,Juan David,Juan David Duque,D,44000.0,44000.04,2012-05-15
6546,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Fernandez,,CHI,Alvaro,Alvaro Fernandez,M,300000.0,366666.67,2012-08-01
6547,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Fernandez,,SEA,Alvaro,Alvaro Fernandez,M,300000.0,366666.67,2012-05-15
6548,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Angel,,CHV,Juan Pablo,Juan Pablo Angel,F,350000.0,600000.0,2012-05-15
6549,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Bolanos,,CHV,Miller,Miller Bolanos,M,48000.0,48000.0,2012-05-15
6550,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Correa,,CHV,Jose,Jose Correa,F,48000.0,48000.0,2012-05-15
6551,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Correa,,CHV,Jose Erik,Jose Erik Correa,F,48000.0,48000.0,2012-08-01
6552,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Villafana,,CHV,Jorge,Jorge Villafana,F,66000.0,67666.67,2012-08-01
6553,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Anor,,CLB,Bernardo,Bernardo Anor,M,44100.0,44100.0,2012-05-15
6554,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Renteria,,CLB,Emilio,Emilio Renteria,F,132000.0,133875.0,2012-05-15
6555,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Vukovich,,CLB,Nemanja,Nemanja Vukovich,D,108000.0,125500.0,2012-05-15
6556,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Castrillon,,COL,Jaime,Jaime Castrillon,M,50000.0,68375.0,2012-05-15
6557,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Schmidt,,COL,Luis Eduardo,Luis Eduardo Schmidt,M-F,120000.0,139458.33,2012-05-15
6558,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,80000.0,80000.0,2012-05-15
6559,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Perez,,DAL,Blas,Blas Perez,F,285000.0,309250.0,2012-05-15
6560,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Pertuz,,DAL,Hernan,Hernan Pertuz,D,84000.0,84000.0,2012-05-15
6561,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Rodriguez,,DAL,Carlos,Carlos Rodriguez,D,55008.0,64383.0,2012-05-15
6562,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,DeRosario,,DC,Dwayne,Dwayne DeRosario,M,617857.0,663190.53,2012-05-15
6563,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Deleon,,DC,Nick,Nick Deleon,M,44000.0,79000.0,2012-08-01
6564,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Cesar,,KC,Julio,Julio Cesar,D,252000.0,255750.0,2012-05-15
6565,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Hedrick,,KC,Cyprian,Cyprian Hedrick,M,33756.0,33756.0,2012-05-15
6566,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Juninho,,LA,,Juninho,M,50000.0,65625.0,2012-05-15
6567,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Lopes,,LA,David Junior,David Junior Lopes,D,47250.0,47250.0,2012-05-15
6568,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,90000.0,131250.0,2012-05-15
6569,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Vilhelmsson,,LA,Christian,Christian Vilhelmsson,F,168000.0,190650.0,2012-10-01
6570,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Villareal,,LA,Joseph,Joseph Villareal,M,33750.0,35625.0,2012-05-15
6571,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Martins,,MTL,Felipe,Felipe Martins,M,120000.0,120000.0,2012-05-15
6572,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Montano,,MTL,Miguel,Miguel Montano,F,44000.0,44000.0,2012-05-15
6573,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Bengston,,NE,Jerry,Jerry Bengston,F,120000.0,120000.0,2012-08-01
6574,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Cardenas,,NE,Fernando,Fernando Cardenas,M/F,99996.0,99996.0,2012-05-15
6575,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Runstrom,,NE,Bjorn,Bjorn Runstrom,F,70008.0,76424.67,2012-05-15
6576,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Digao,,NY,Rodrigo,Rodrigo Digao,D,90000.0,90000.0,2012-10-01
6577,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Marquez,,NY,Rafael,Rafael Marquez,D,4600000.0,4600000.0,2012-05-15
6578,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Solli,,NY,Jan Gunnar,Jan Gunnar Solli,M,185000.0,185000.0,2012-05-15
6579,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Gomez,,PHI,Gabriel,Gabriel Gomez,M,275000.0,294702.5,2012-05-15
6580,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Lopez,,PHI,Porfirio,Porfirio Lopez,D,120000.0,125087.5,2012-05-15
6581,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Valdes,,PHI,Carlos,Carlos Valdes,D,268000.0,268000.0,2012-05-15
6582,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Rincon,,POR,Sebastian,Sebastian Rincon,F,33750.0,33750.0,2012-05-15
6583,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Alvarez,,RSL,Yordany,Yordany Alvarez,M,44100.0,44100.0,2012-05-15
6584,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Araujo Jr.,,RSL,Paulo,Paulo Araujo Jr.,F,75000.0,75000.0,2012-05-15
6585,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Muniz,,RSL,Nico,Nico Muniz,M,33750.0,35750.0,2012-05-15
6586,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Sebastian,,RSL,Juan,Juan Sebastian,M,33750.0,33750.0,2012-05-15
6587,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Hurtado,,SEA,John Kennedy,John Kennedy Hurtado,D,160000.0,161000.0,2012-05-15
6588,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Bernardez,,SJ,Victor,Victor Bernardez,D,100000.0,100000.0,2012-05-15
6589,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Chavez,,SJ,Marvin,Marvin Chavez,M,150000.0,150000.0,2012-05-15
6590,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Guvenisik,,SJ,Sercan,Sercan Guvenisik,F,90000.0,103333.33,2012-05-15
6591,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Pizarro,,SJ,Cesar,Cesar Pizarro,F,33756.0,33756.0,2012-05-15
6592,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Davidson,,VAN,Jun Marques,Jun Marques Davidson,M,67500.0,71136.67,2012-05-15
6593,,,,,,,,,,,,,,,,2012,,,,,,,,,,,,,,Demerit,,VAN,Jay,Jay Demerit,D,300000.0,350000.0,2012-05-15
6594,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Muniz,,,Nico,Nico Muniz,M,46500.0,48500.0,2013-05-01
6595,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Pizarro,,,Cesar,Cesar Pizarro,F,46500.0,46500.0,2013-05-01
6596,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Alex,,CHI,,Alex,M,110000.0,119950.0,2013-05-01
6597,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Anangono,,CHI,Juan Luis,Juan Luis Anangono,F,120000.0,120000.0,2013-08-01
6598,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Barouch,,CHI,Orr,Orr Barouch,F,46500.0,46500.0,2013-08-01
6599,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Dos Santos,,CHI,Maicon,Maicon Dos Santos,F,157000.0,164433.33,2013-05-01
6600,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Dos Santos,,PHI,Gilberto,Gilberto Dos Santos,M,60000.0,80000.0,2013-08-01
6601,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Fernandez,,CHI,Alvaro,Alvaro Fernandez,M,300000.0,366666.67,2013-05-01
6602,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Puppo,,CHI,Federico,Federico Puppo,F,125000.0,125000.0,2013-05-01
6603,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Bolanos,,CHV,Miller,Miller Bolanos,M,54000.0,54000.0,2013-05-01
6604,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Chueca,,CHV,Carlo,Carlo Chueca,M,35125.0,35125.0,2013-09-15
6605,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Correa,,CHV,Jose Erick,Jose Erick Correa,F,60000.0,60000.0,2013-05-01
6606,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Frias,,CHV,Jaime,Jaime Frias,D,60000.0,60000.0,2013-08-01
6607,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Rivera,,CHV,Jose Manuel,Jose Manuel Rivera,F,116000.0,116000.0,2013-05-01
6608,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Villafana,,CHV,Jorge,Jorge Villafana,F,69300.0,70966.67,2013-05-01
6609,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,de Luna,,CHV,Mario,Mario de Luna,D,120000.0,120000.0,2013-05-01
6610,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Anor,,CLB,Bernardo,Bernardo Anor,M,46500.0,46500.0,2013-05-01
6611,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Berti,,CLB,Glauber,Glauber Berti,D,215000.0,263333.33,2013-05-01
6612,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Castrillon,,COL,Jaime,Jaime Castrillon,M,46500.0,46500.0,2013-05-01
6613,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,90000.0,90000.0,2013-05-01
6614,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Neres Da Cruz,,DAL,Erick,Erick Neres Da Cruz,M,84000.0,85875.0,2013-09-15
6615,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Pereira,,DAL,Michel,Michel Pereira,M/D,60000.0,81500.0,2013-05-01
6616,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Perez,,DAL,Blas,Blas Perez,F,300000.0,324250.0,2013-05-01
6617,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,DeRosario,,DC,Dwayne,Dwayne DeRosario,M,600000.0,645333.33,2013-05-01
6618,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Teixera,,DC,Rafael,Rafael Teixera,F,220000.0,284625.0,2013-05-01
6619,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Boniek Garcia,,HOU,Oscar,Oscar Boniek Garcia,F,130000.0,161250.0,2013-05-01
6620,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Mechack,,KC,Jerome,Jerome Mechack,D,35125.0,35125.0,2013-05-01
6621,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Juninho,,LA,,Juninho,M,290000.0,290000.0,2013-05-01
6622,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Juninho,,NY,,Juninho,M,200000.0,200000.0,2013-05-01
6623,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,95000.0,95000.0,2013-05-01
6624,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Villareal,,LA,Joseph,Joseph Villareal,M,46500.0,48375.0,2013-05-01
6625,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Valentin,,MTL,Zarek,Zarek Valentin,D,100000.0,152000.0,2013-05-01
6626,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Cisse,,NE,Kalifa,Kalifa Cisse,M,400000.0,445000.0,2013-05-01
6627,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Digao,,NY,Rodrigo,Rodrigo Digao,D,200000.0,200000.0,2013-05-01
6628,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Domingues,,NY,Rafhael,Rafhael Domingues,F,35125.0,35125.0,2013-05-01
6629,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Fabinho,,PHI,Fabinho,Fabinho Fabinho,D,78000.0,82500.0,2013-08-01
6630,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Pfeffer,,PHI,Zach,Zach Pfeffer,M,65000.0,75000.0,2013-05-01
6631,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Valdes,,PHI,Carlos,Carlos Valdes,D,321000.0,321000.0,2013-05-01
6632,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Rincon,,POR,Sebastian,Sebastian Rincon,F,46500.0,46500.0,2013-05-01
6633,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Valencia,,POR,Jose Adolfo,Jose Adolfo Valencia,F,50000.0,65000.0,2013-05-01
6634,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Montero,,SEA,Fredy,Fredy Montero,F,700000.0,856000.0,2013-05-01
6635,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Bernardez,,SJ,Victor,Victor Bernardez,D,100000.0,100000.0,2013-05-01
6636,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Chavez,,SJ,Marvin,Marvin Chavez,M,175000.0,175000.0,2013-05-01
6637,,,,,,,,,,,,,,,,2013,,,,,,,,,,,,,,Davidson,,VAN,Jun Marques,Jun Marques Davidson,M,74250.0,78019.66,2013-05-01
6638,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Alex,,CHI,,Alex,M,123750.0,133700.0,2014-04-01
6639,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Anangono,,CHI,Juan Luis,Juan Luis Anangono,F,175000.0,175000.0,2014-04-01
6640,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Pongolle,,CHI,Florent,Florent Pongolle,F,72000.0,81000.0,2014-09-15
6641,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Chavez,,CHV,Marvin,Marvin Chavez,M,200000.0,200000.0,2014-09-15
6642,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Chavez,,COL,Marvin,Marvin Chavez,M,200000.0,200000.0,2014-04-01
6643,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Correa,,CHV,Jose Erick,Jose Erick Correa,F,70000.0,70000.0,2014-04-01
6644,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Farfan,,CHV,Gabriel,Gabriel Farfan,M,115000.0,115000.0,2014-04-01
6645,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Anor,,CLB,Bernardo,Bernardo Anor,M,48825.0,48825.0,2014-04-01
6646,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Van de Casteele,,COL,Grant,Grant Van de Casteele,D,48500.0,60000.0,2014-04-01
6647,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Benitez,,DAL,Jair,Jair Benitez,D,101250.0,101250.0,2014-04-01
6648,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Perez,,DAL,Blas,Blas Perez,F,335000.0,359250.0,2014-04-01
6649,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Perez,,SJ,Matias,Matias Perez,M,216000.0,216000.0,2014-09-15
6650,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Zendejas,,DAL,Alejandro,Alejandro Zendejas,F,36504.0,53170.67,2014-09-15
6651,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Francois,,DC,Christiano,Christiano Francois,F,36500.0,36500.0,2014-04-01
6652,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Boniek Garcia,,HOU,Oscar,Oscar Boniek Garcia,F,199992.0,258742.0,2014-04-01
6653,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Jamieson,,LA,Bradford,Bradford Jamieson,F,36500.0,36500.0,2014-04-01
6654,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Juninho,,LA,,Juninho,M,325000.0,325000.0,2014-04-01
6655,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,105000.0,105000.0,2014-04-01
6656,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Ribeiro Da Sliva,,LA,Leonardo,Leonardo Ribeiro Da Sliva,D,105000.0,105000.0,2014-09-15
6657,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Beland-Goyette,,MTL,Louis,Louis Beland-Goyette,M,36504.0,36504.0,2014-09-15
6658,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Rodriguez,,MTL,Adrian Lopez,Adrian Lopez Rodriguez,D,240000.0,291250.0,2014-04-01
6659,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Bitolo,,NY,Ambroise,Ambroise Bitolo,D,36500.0,36500.0,2014-04-01
6660,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Lozano,,NY,Armando,Armando Lozano,D,120000.0,130000.0,2014-04-01
6661,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Villa,,NYCFC,David,David Villa,F,60000.0,60000.0,2014-09-15
6662,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Ceren,,ORL,Darwin,Darwin Ceren,M,50000.0,80437.5,2014-04-01
6663,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Kaka,,ORL,,Kaka,M,6660000.0,7167500.0,2014-09-15
6664,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Molino,,ORL,Kevin,Kevin Molino,M,60000.0,71400.0,2014-04-01
6665,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Redding,,ORL,Tommy,Tommy Redding,D,36500.0,44000.0,2014-04-01
6666,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Carreiro,,PHI,Fred,Fred Carreiro,M,65460.0,65460.0,2014-04-01
6667,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Fabinho,,PHI,,Fabinho,D,96000.0,100500.0,2014-09-15
6668,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Fabinho,,PHI,Fabinho,Fabinho Fabinho,D,96000.0,100500.0,2014-04-01
6669,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Valdes,,PHI,Carlos,Carlos Valdes,D,295000.0,295000.0,2014-04-01
6670,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Valencia,,POR,Jose Adolfo,Jose Adolfo Valencia,F,60000.0,75000.0,2014-04-01
6671,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Villafana,,POR,Jorge,Jorge Villafana,F,72765.0,74431.67,2014-04-01
6672,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Dillon,,RSL,Joey,Joey Dillon,M/D,36504.0,36504.0,2014-04-01
6673,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Bernardez,,SJ,Victor,Victor Bernardez,D,100008.0,141608.0,2014-04-01
6674,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Sofia,,SJ,Joseph,Joseph Sofia,D,36504.0,36504.0,2014-04-01
6675,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,DeRosario,,TOR,Dwayne,Dwayne DeRosario,M,137000.0,173000.0,2014-04-01
6676,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,Junior,,TOR,Gilberto,Gilberto Junior,F,1145000.0,1205000.0,2014-04-01
6677,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Lochhead,,,Tony,Tony Lochhead,D,134375.0,134375.0,2015-07-15
6678,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Filho,,CHI,Adailton,Adailton Filho,D,200000.0,244500.0,2015-07-15
6679,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Junior,,CHI,Gilberto,Gilberto Junior,F,1144992.0,1144992.0,2015-09-15
6680,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Junior,,TOR,Gilberto,Gilberto Junior,F,1145000.0,1205000.0,2015-07-15
6681,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Prado,,CHI,Guly,Guly Prado,F,120000.0,135000.0,2015-07-15
6682,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Zeca,,CLB,Jose,Jose Zeca,M,120000.0,120000.0,2015-07-15
6683,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Sjoberg,,COL,Axel,Axel Sjoberg,D,60000.0,75000.0,2015-07-15
6684,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Pereira,,DAL,Michel,Michel Pereira,M/D,140000.0,161500.0,2015-07-15
6685,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Pereira,,POR,Jeanderson,Jeanderson Pereira,D,60000.0,60000.0,2015-07-15
6686,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Alex,,HOU,,Alex,M,142000.0,142000.0,2015-07-15
6687,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Boniek Garcia,,HOU,Oscar,Oscar Boniek Garcia,F,245000.0,303750.0,2015-07-15
6688,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Anor,,KC,Bernardo,Bernardo Anor,M,135000.0,135000.0,2015-07-15
6689,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Da Silva Ribeiro,,LA,Leonardo,Leonardo Da Silva Ribeiro,D,150000.0,155000.0,2015-09-15
6690,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Dos Santos,,LA,Giovani,Giovani Dos Santos,M,4000008.0,4100008.0,2015-07-15
6691,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Jamieson,,LA,Bradford,Bradford Jamieson,F,60000.0,60000.0,2015-07-15
6692,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Juninho,,LA,,Juninho,M,350000.0,350000.0,2015-07-15
6693,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Ribeiro Da Silva,,LA,Leonardo,Leonardo Ribeiro Da Silva,D,150000.0,155000.0,2015-07-15
6694,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Bitolo,,MTL,Ambroise,Ambroise Bitolo,D,100000.0,100000.0,2015-07-15
6695,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Ceballos,,NE,Marvin,Marvin Ceballos,M,50000.0,50000.0,2015-07-15
6696,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Veron,,NY,Gonzalo,Gonzalo Veron,M-F,200004.0,200004.0,2015-09-15
6697,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Tasende,,NYCFC,Jose Angel,Jose Angel Tasende,D,60000.0,60000.0,2015-07-15
6698,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Ceren,,ORL,Darwin,Darwin Ceren,M,66000.0,96438.0,2015-07-15
6699,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Kaka,,ORL,,Kaka,M,6660000.0,7167500.0,2015-07-15
6700,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Lameira,,ORL,Valdmiro,Valdmiro Lameira,M,50000.0,50000.0,2015-07-15
6701,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Lameira,,ORL,Valdomiro,Valdomiro Lameira,M,50000.0,50000.0,2015-09-15
6702,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Rochez,,ORL,Bryan,Bryan Rochez,F,200000.0,279500.0,2015-07-15
6703,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Berry,,PHI,Austin,Austin Berry,D,93519.0,108519.0,2015-07-15
6704,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Carreiro,,PHI,Fred,Fred Carreiro,M,60000.0,60000.0,2015-07-15
6705,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Fabinho,,PHI,Fabinho,Fabinho Fabinho,D,114000.0,118500.0,2015-07-15
6706,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Valdes,,PHI,Carlos,Carlos Valdes,D,400000.0,400000.0,2015-07-15
6707,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Vitoria,,PHI,Steven,Steven Vitoria,D,400000.0,400000.0,2015-07-15
6708,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Villafana,,POR,Jorge,Jorge Villafana,F,130000.0,135000.0,2015-07-15
6709,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Martinez,,RSL,Juan Manuel,Juan Manuel Martinez,F,710000.0,1108666.67,2015-09-15
6710,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Ovalle,,RSL,Adolfo,Adolfo Ovalle,M,60000.0,70500.0,2015-07-15
6711,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Pecka,,RSL,,Pecka,M,60000.0,64167.0,2015-07-15
6712,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Bedinelli,,SEA,Thomas,Thomas Bedinelli,M,108000.0,133125.0,2015-07-15
6713,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Bernardez,,SJ,Victor,Victor Bernardez,D,200000.0,241600.0,2015-07-15
6714,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,Gomez,,TOR,Herculez,Herculez Gomez,F,240000.0,261000.0,2015-09-15
